id,sender,body,type
2797,AZ-650001,"7219XXX184 par pack samapt hone wala hai!Ab dekhein Scam 2003 aur anand lein 1.5GB/din, unlimited call, FREE Airtel Xstream Play subscription Rs239 pack mein 28 din ke liye. Aaj hi recharge karein. Get exclusive benefits on Thanks App. i.airtel.in/AirRech",spam
2798,AD-AIRTEL,"Service Update: To improve your experience, we are undertaking a regular maintenance activity. You may experience service disruption on your Airtel Xstream Fiber services on 26 October 2023 from 12:00 AM to 5:00 AM. Inconvenience caused is regretted.",spam
2799,SYMSIU,Your management dreams await you! Last Few days left to complete your application for Symbiosis MBA via SNAP 2023. Visit: bit.ly/SNAP_reg & Pay Now!,spam
2800,AD-AIRDOT,"In case of cyber financial fraud, you can register the complaint at https://cybercrime.gov.in of MHA.",spam
2801,AZ-650001,"7219XXX184 par pack samapt hone wala hai!Ab dekhein Scam 2003 aur anand lein 1.5GB/din, unlimited call, FREE Airtel Xstream Play subscription Rs239 pack",spam
2802,AY-AIRTEL,Aapke Airtel Pack ki validity kal samapt hogi. Recharge na hone par outgoing sewa band ho jaegi. Recharge karein: i.airtel.in/FDPNew . Kar lia hai toh ignore karein,spam
2803,AZ-650003,"7219XXX184 par pack samapt hone wala hai!Abhi Recharge karein aur anand lein, 1.5GB/din, 100 SMS/din, UL call, 56 din tak, Rs479 mein. Get exclusive benefits on Thanks App. i.airtel.in/AirRech",spam
2804,VM-NSESMS,"NEXTBILLION TECHNOLOGY PRIVATE on 07-10-23 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE",banking
2805,BP-IBSMBA,Last 7 Days to take IBSAT National Mock Test. First 100 rankers will be rewarded with Gift vouchers. Register Now $https://bit.ly/3s6jtGw,spam
2806,AD-SBIUPI,Dear UPI user A/C X7819 debited by 35.0 on date 26Oct23 trf to Royal food mart Refno 329984788099. If not u? call 1800111109. -SBI,banking
2807,AX-SBIUPI,Dear UPI user A/C X7819 debited by 15.0 on date 26Oct23 trf to MANGILAL P CHOUD Refno 329949470106. If not u? call 1800111109. -SBI,banking
2808,AD-AIRTEL,"Service Update: To improve your experience, we are undertaking a regular maintenance activity. You may experience service disruption on your Airtel Xstream Fiber services on 27 October 2023 from 12:01 AM to 6:01 AM. Inconvenience caused is regretted.",spam
2809,JK-SBIUPI,Dear UPI user A/C X7819 debited by 108.0 on date 26Oct23 trf to NASEER AHMED KHA Refno 329984371291. If not u? call 1800111109. -SBI,banking
2810,AD-SBIUPI,Dear UPI user A/C X7819 debited by 30.0 on date 26Oct23 trf to PUNE METRO DYNAM Refno 329984468173. If not u? call 1800111109. -SBI,banking
2811,AD-SBIUPI,Dear UPI user A/C X7819 debited by 187.0 on date 26Oct23 trf to Harish Shankar B Refno 329988368902. If not u? call 1800111109. -SBI,banking
2812,AX-SBIUPI,Dear UPI user A/C X7819 debited by 34.0 on date 27Oct23 trf to Mr AVINASH CHAND Refno 330094751925. If not u? call 1800111109. -SBI,banking
2813,JD-SBIUPI,Dear UPI user A/C X7819 debited by 150.0 on date 27Oct23 trf to SOMANATH APPA BO Refno 330096127079. If not u? call 1800111109. -SBI,banking
2814,AD-NNacre,Your 99acres OTP is 2023.We love genuine users and hence the verification.Didn\'t request the OTP? Please SMS NO99 to 56767230 to prevent abuse,otp
2815,SYMSIU,Symbiosis SSBF is hosting a webinar on 28th Oct @ 2:30 . Become a business leader in BFSI Sector. Register Now: bit.ly/3SaNKys,spam
2816,AX-ECISMS,"048954 is your OTP for User ID  ECI User Management. Please enter the OTP to proceed and do not share it with anyone, ECI.",otp
2817,AX-ECISMS,"458414 is your OTP for User ID 7219575184 ECI User Management. Please enter the OTP to proceed and do not share it with anyone, ECI.",otp
2818,AX-ECISMS,"751469 is your OTP for User ID 7219575184 ECI User Management. Please enter the OTP to proceed and do not share it with anyone, ECI.",otp
2819,AY-AIRTEL,Aapka Airtel Pack aaj samapt ho jaega. Sewa jaari rakhne ke liye Unlimited pack se recharge karein: i.airtel.in/FDPNew . Recharge kar liya toh ignore kare,spam
2820,AZ-AlRTEL,"0 din shesh hai 7219XXX184 pe pack samapti ke!Paye 2GB,UL CL,28din,Rs179 meini.airtel.in/Rcharge",spam
2821,BP-LNKART,"Dear Customer, Get 2 @ 1700! Grab the carefully crafted metal frames from Lenskart Artisanal Edit! Steal the Deal Now. TnCStore: lskt.me/m8App: lskt.me/an",spam
2822,SYMUNI,Be a part of Symbiosis SIBM NOIDA's exciting campus life for holistic management education. Apply Now via SNAP 2022:http://bit.ly/SN23an,spam
2823,VK-CRACKU,Enroll to Cracku SNAP 2023 Crash Course covering complete syllabus for just Rs 1999: https://cracku.in/snap-crash-course,spam
2824,AD-CAMSGG,"Dear Investor, this message is sent on behalf of MFs serviced by CAMS. We request you to participate in the Vigilance Awareness Week for ''Corruption free India for a developed Nation'' by taking e-pledge on CVC website https://pledge.cvc.nic.in/ - CAMS",spam
2825,JD-SBIUPI,Dear UPI user A/C X7819 debited by 455.0 on date 28Oct23 trf to AIRTEL PAYMENTS Refno 330128462431. If not u? call 1800111109. -SBI,banking
2826,Airtel,"Recharge of INR 455.00 is successful for your Airtel Mobile on 28-10-2023 09:37, Transaction ID 1473920546.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Would you like to refer Airtel Prepaid to your friends & family and save Rs100 on your next recharge? Click i.airtel.in/ref",bill
2827,Airtel,"Enjoy unlimited Local, STD & Roaming calls on any network, one time 6GB Data and 900 SMS. Pack valid for 84 days.Also get FREE Hello Tunes on Wynk Music App with your unlimited pack. Claim here: open.wynk.in/HTLapu",spam
2828,AZ-AIRINF,"Hi, we have processed Rs. 455.0 for your Airtel Mobile 7219575184. The payment will be updated within 1 hrs. Please keep your order ID 7123882908264235008 for future reference. Track your payment status via  https://i.airtel.in/Recharge-Bills",spam
2829,JD-SBIUPI,Dear UPI user A/C X7819 debited by 123.0 on date 28Oct23 trf to Puneri Mart Refno 330128807184. If not u? call 1800111109. -SBI,banking
2830,AD-650025,"Enjoy endless replay, streaming of your favourite songs, all for FREE on Wynk Music.Start playing the latest hits now. Click here https://open.wynk.in/sfree",spam
2831,SYMSIU,Only 3 Hour left for the webinar hosted by expert Symbiosis faculty. Learn all about pursuing MBA (B&F) @ SSBF. Register Now: bit.ly/3SaNKys,spam
2832,AZ-650002,"7219XXX184 par pack samapt hone wala hai!Abhi Recharge karein aur anand lein, 2GB, 300 SMS, UL call, 28 din tak, Rs179 mein. Get exclusive benefits on Thanks App. i.airtel.in/AirRech",spam
2833,AY-AIRTEL,Alert! Airtel No.7219575184 ki call/data service band hai. Sewa shuru karein Unlimited Pack se recharge karein i.airtel.in/FDPNew Recharge kia toh ignore karein,spam
2834,SYMSIU,Only 1 Hour left for the webinar hosted by expert Symbiosis faculty. Learn all about pursuing MBA (B&F) @ SSBF. Register Now: bit.ly/45Sh3J8,spam
2835,SYMSIU,Symbiosis SSBF webinar on 28th Oct @ 2:30  is now Live! Join now to make the most of it. Click to join: bit.ly/45Sh3J8,spam
2836,AD-AIRTEL,"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",spam
2837,CP-IBSMBA,Last 3 days left to take the IBSAT National Mock Test. First prize Rs.10000 gift voucher. Get ready for the preparation. Register Now https://bit.ly/40cLEjs,spam
2838,SYMUNI,"90% of top companies are actively looking for MBA graduates. Symbiosis offers you the skills you need, at SIBM NOIDA. Apply via SNAP 2023 http://bit.ly/SN23an",spam
2839,AX-SNITCH,"Hey, this deal is 'umpire-approved'! Get your favourites at SLASHED PRICES. Hurry!https://snitch.page.link/4TXi-SNITCH",spam
2841,AZ-650024,Payein Rs300 ka discount apne agle recharge par!Airtel Thanks App par aaj hi apne doston ko koi bhi Airtel service refer kareinAbhi refer karein- i.airtel.in/Act_no5g,spam
2842,VK-NSESMS,"NEXTBILLION TECHNOLOGY PRIVATE on 14-10-23 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE",banking
2843,AD-SBIUPI,Dear UPI user A/C X7819 debited by 215.0 on date 29Oct23 trf to NEW A D MART Refno 330283502386. If not u? call 1800111109. -SBI,banking
2844,JM-CREDLA,"Hi. We tried reaching you regarding your interest in HDFC Credila Education Loan. Please call us back at +91 70309 34851. Thanks – HDFC Credila",spam
2845,AD-ICIBNK,"ICICI Bank invites you to participate in the pilot of the Digital Rupee issued by RBI. To learn more, visit icici.co/DUvOdz8yWG5 or call our customer care. T&Cs.",spam
2846,CP-IBSMBA,"Tomorrow is the last day to take IBSAT National Mock Test. First Prize Rs.10,000 gift voucher and many more. Register Now https://bit.ly/3QdJv2x",spam
2847,AX-ECISMS,"223862 is your OTP for User ID 7219575184 ECI User Management. Please enter the OTP to proceed and do not share it with anyone, ECI.",otp
2848,TM-ECIsms,"Use OTP 555872 for Mobile authentication. Please enter the OTP to proceed and do not share it with anyone. Thanks, ECI.",otp
2849,JM-CREDLA,"Hi. We tried reaching you regarding your interest in HDFC Credila Education Loan. Please call us back at +91 70309 34851. Thanks – HDFC Credila",spam
2850,AZ-650024,Ek aur prepaid SIM chahiye? Unlimited 5G data aur complimentary 17+ OTTs ka subscription 1 mahine tak apni nayi SIM activation ke saath na khoyein! Payein ghar bethe delivery bina kisi atirikat shulk ke. Click i.airtel.in/ret21,spam
2851,AD-650025,"Watch MasterChef Hindi S2 for free!Your 30 days of FREE Airtel Xstream Play access is NOW ACTIVE!Get 15+ OTTs - Sony Live, LionsgatePlay, Fancode & more!Limited time offer. Click Below!https://open.airtelxstream.in/WatchForFree-sms",spam
2852,TX-GIBSIN,"Get Industry-Ready Skills, Global Exposure & 100% Placement, Avg. Pkg 7.4LPA @ GIBS. PGDM Application Closing on 06-Nov. Apply Now - https://npfs.in/s0b4bRrU5",spam
2853,VD-CREDLA,"Hi. We tried reaching you regarding your interest in HDFC Credila Education Loan. Please call us back at +91 70309 34851. Thanks – HDFC Credila",spam
2854,AD-650022,YOUR security is important to us! Get FREE expert installation on Airtel Xsafe Wi-Fi cameras. Monitor your home/office from anywhere at just Rs.119/month. Book now i.airtel.in/Safety,spam
2855,AX-SBIUPI,Dear UPI user A/C X7819 debited by 299.0 on date 01Nov23 trf to Amazon Pay Refno 367187017349. If not u? call 1800111109. -SBI,banking
2856,VK-CRACKU,Cracku: Last 6 years CAT papers book with solutions at just Rs 299. Order today for free shipping: https://cracku.in/store/cat-previous-years-solved-papers,spam
2857,AX-CREDLA,"Hi. We tried reaching you regarding your interest in HDFC Credila Education Loan. Please call us back at +91 70309 34851. Thanks – HDFC Credila",spam
2858,VM-CDSLEV,"Dear Investor,e-Voting for EMBASSY OFFICE REIT begins from 09-11-2023 09:00:00 and ends at 08-12-2023 17:00:00. Meeting on 09-12-2023 09:00:00-CDSL",spam
2859,AZ-AIRTEL,"Claim karein Rs.250 tak ka Cashback!Aap Airtel Thanks App ke madhyam se kiye gaye pehle 5 UPI transaction par cashback ke eligible hain, Tnc. Click i.airtel.in/PayAndEarn",spam
2860,CP-IBSMBA,Reminder! IBS Free Webinar on 'Reach 99%ile' for the CAT-2023 applicants starts in 2 Hours. Join live webinar using link  https://shorturl.at/uHPS5,spam
2861,CP-IBSMBA,"IBS Free Webinar on Reach 99%ile for the CAT-2023 applicants by Sridhar, Director Kautilya Institution at 6:00PM Nov 4 Webinar Link https://shorturl.at/uHPS5",spam
2862,BT-RVPEDU,Find the perfect MBA program with our expert advice. Contact us to start your journey bit.ly/3FGYPQh CALL: 8017574059 RVPEDU,spam
2863,BP-LNKART,"Dear Customer, Last day to get FREE Lenskart GOLD membership & enjoy benefit of BUY1 Get1 on latest Eyewear. Shop Now. TnCApp lskt.me/vjStore lskt.me/m8",spam
2864,BP-IBSMBA,"A single exam unlocks the doors to 9  prestigious IBS Campuses, your future awaits. Best of luck in your IBSAT journey. Apply now $ https://bit.ly/45UXmk3",spam
2865,JM-ICICIT,ICICI Bank Acct XX977 debited for Rs 18600.00 on 02-Nov-23; Rohan Umesh Kav credited. UPI:367280953041. Call 18002662 for dispute. SMS BLOCK 977 to 9215676766.,banking
2866,TX-GIBSBL,"Rohan Kavari, Last 4 Days Left, Complete your PGDM Application for 2024 Batch https://npfs.in/ec26bQAND at GIBS, Bangalore",spam
2867,JM-PVRVIP,All movies are at INR 107! An offer to celebrate team India's stellar performance at Asian Games 2022! Grab your tickets at PVR Now! https://pvr.im/6ceGmyzW,spam
2868,AX-CRACKU,Crack SNAP in 1 Month - Enroll to Cracku SNAP 2023 crash course for just Rs 1999 here: https://cracku.in/snap-crash-course,spam
2869,CP-GIBSCG,We invite you to join the GIBS WhatsApp Community group for regular updates on GIBS IRE Talks. Join now at https://chat.whatsapp.com/GX4yG6Q3r2qH3BTQF5tO3K,spam
2870,AD-CREDLA,"Hi. We tried reaching you regarding your interest in HDFC Credila Education Loan. Please call us back at +91 70309 34851. Thanks – HDFC Credila",spam
2871,AX-ATMSBI,"Dear Customer,you have done 1 out of 3/5 free transactions at Non-SBI ATMs in Metro/Non-Metro centers this month.Charges applicable beyond free transactions.",spam
2872,AD-ATMSBI,"Dear SBI Customer, Rs.1000 withdrawn at BOM ATM NA159402 from A/cX7819 on 03Nov23 Transaction Number 330711367575. Available Balance Rs.20039.74. If not withdrawn by you, forward this SMS to 9223008333 / call 1800111109 or 09449112211 to block your card. Call 18001234 if cash not received.",banking
2873,CP-ISHINF,"Looking for a distinguished career in healthcare?Pursue MBA-HHM at Symbiosis Institute of Health Sciences,Pune.Register via SNAP: https://bit.ly/3rLqv3e ISHINF",spam
2874,CP-ISHINF,Symbiosis SIHS is hosting a webinar on 8th Nov @3 PM. Take a step towards becoming a healthcare management leader. Register Now:https://bit.ly/47eFEcl ISHINF,spam
2875,57575566,Your Kaggle verification number is 841723.,spam
2876,BP-SYMUNI,"90% of top companies are actively looking for MBA graduates. Symbiosis offers you the skills you need, at SIBM NOIDA. Apply via SNAP 2023 http://bit.ly/SN23an",spam
2877,AX-SBIUPI,Dear UPI user A/C X7819 debited by 20.0 on date 03Nov23 trf to A D Mart Refno 330753964054. If not u? call 1800111109. -SBI,banking
2878,BP-PANTLS,You just wont believe THIS!Exclusively for YOU & right in time for Diwali shopping!FLAT 30% OFF ON YOUR SHOPPING from Pantaloons Exclusive Brands!USE CODE: P48CC112This deal is exclusively for you because we didnt want you to miss out on Diwali shopping at PantaloonsTC. valid till 19 Nov'23,spam
2879,TX-GIBSBL,"Last 3 Days Left, Grab Best Placement During PGDM at GIBS | 100% Placements with Best ROI | Submit Now https://npfs.in/7558bRuCo",spam
2880,JMRMMY 💸,"Dear, ₹1,000 Bonus Today, Enjoy unlimited thrilling games! Download JumboRummy App- 👉 https://a.1rp.in/1/ZxlCxo",spam
2881,WTITAN,"Dear Titan Valued Customer, Your feedback matters to us. Take a moment to complete our survey and help us serve you better! https://wtitan.im/HKUyYBlw",spam
2882,EdelMF,"Say no to corruption; commit to the Nation. As citizens of India, we are observing Vigilance Awareness Week from 30th Oct to 3rd Nov 2023. We encourage you to take the pledge by clicking on www.gs.im/e/vTIODYa26aV -Edelweiss Asset Management Limited",spam
2883,SYMSIU,"For all official updates on SNAP and Symbiosis Postgraduate Programmes, please join our official Telegram channel : bit.ly/SNAP-Tel",spam
2884,AD-SBIUPI,Dear UPI user A/C X7819 debited by 55.0 on date 03Nov23 trf to Puneri Mart Refno 330762358481. If not u? call 1800111109. -SBI,banking
2885,AX-Cracku,"Dear Cracku Student, DashCAT Mock 14 is live now. Please take the mock within the next 3 days. You can take the mock here: https://cracku.in/cat-mock-test/dashcat-14",spam
2886,AX-CRACKU,Enroll to Cracku XAT 2024 crash course by last year topper (99.998%iler - Sayali ma'am): https://cracku.in/xat-crash-course,spam
2887,JK-SBIUPI,Dear UPI user A/C X7819 debited by 340.0 on date 04Nov23 trf to Mr. ANKUSH VIKRA Refno 330875455948. If not u? call 1800111109. -SBI,banking
2888,AD-CREDLA,"Hi. We tried reaching you regarding your interest in HDFC Credila Education Loan. Please call us back at +91 70309 34851. Thanks – HDFC Credila",spam
2889,AD-MAXFSN,"Last minute shoppers, Max Fashion has your back with festive styles from 199 ONLY!What's more?Spend 4999 & get cabin trolley worth 8800@ 799 ONLYHurry!TnC",spam
2890,AX-IMSIND,"Join IMS webinar, Careers in Supply Chain Management by Jinay Nagori | Accenture | SPJIMR | 5 November @11 AM. Register: https://tinyurl.com/FY-SCM",spam
2891,CP-ISHINF,"Join SIOM for world-class Operations Management, 30 LPA highest package, cutting-edge curriculum and Symbiosis legacy. Apply now bit.ly/46WxEwt ISHINF",spam
2892,AX-SBIUPI,Dear UPI user A/C X7819 debited by 20.0 on date 04Nov23 trf to NEW A D MART Refno 330886026154. If not u? call 1800111109. -SBI,banking
2893,AZ-650024,Ek aur prepaid SIM chahiye? Unlimited 5G data aur complimentary 17+ OTTs ka subscription 1 mahine tak apni nayi SIM activation ke saath na khoyein! Payein ghar bethe delivery bina kisi atirikat shulk ke. Click i.airtel.in/ret21,spam
2894,CP-IBSMBA,Reminder! IBS Free Webinar on 'Reach 99%ile' for the CAT-2023 applicants starts in 2 Hours. Join live webinar using link https://shorturl.at/uHPS5,spam
2895,VM-CRACKU,Crack SNAP in 1 Month - Enroll to Cracku SNAP 2023 crash course for just Rs 1999 here: https://cracku.in/snap-crash-course,spam
2896,TX-GIBSIN,"Rohan Kavari, GIBS PGDM Applications Closing in 2 Days | 100% Placement | 160+ MNCs | Avg Pkg 7.4LPA | Submit Now https://npfs.in/j03dbRBK1",spam
2897,AD-AIRTEL,"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",spam
